회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
681,285889500,129096000,,가공식품,본  점,11,3.090909091,0.147058824,20,1
682,9218000,9218000,,디자이너,본  점,1,1.0,0.0,0,0
683,354110140,58080000,30999000.0,캐주얼,일산점,49,1.979591837,0.226804124,7,0
684,1704000,1470000,,수산품,영등포점,2,1.5,0.333333333,11,0
685,42585420,10906000,,농산물,부평점,6,3.833333333,0.347826087,35,0
686,750000,750000,,스포츠,본  점,1,1.0,0.0,0,1
687,73380800,27600000,,축산가공,부산본점,16,1.5625,0.04,21,0
688,98106320,43200000,47433200.0,기타,관악점,31,2.451612903,0.131578947,11,1
689,46556770,10825000,,캐주얼,일산점,26,2.076923077,0.12962963,13,0
690,15448200,5000000,,아동,잠실점,2,4.0,1.0,4,1
691,92934090,18963500,3174000.0,디자이너,대전점,12,4.083333333,0.489795918,24,0
692,227230,105600,,기타,분당점,1,7.0,0.0,0,1
693,66857670,15855000,,일용잡화,부산본점,25,3.24,0.333333333,14,0
694,9994550,2094400,,수산품,본  점,6,4.5,0.62962963,59,1
695,34039400,81880000,188570000.0,주방가전,잠실점,9,1.444444444,0.307692308,10,1
696,11030000,9225000,,스포츠,영등포점,3,1.333333333,0.5,70,0
697,101989300,11270000,,화장품,잠실점,18,2.333333333,0.357142857,18,1
698,410244780,37926000,1750000.0,스포츠,잠실점,47,1.957446809,0.456521739,7,0
699,11104140,4886000,,가공식품,잠실점,12,5.666666667,0.147058824,25,0
700,42777800,17088000,,섬유잡화,잠실점,10,1.8,0.111111111,29,0
701,21857000,7797000,,화장품,분당점,9,1.333333333,0.25,33,0
702,14584000,9264000,,디자이너,본  점,2,2.5,0.0,3,1
703,3326400,2950000,2950000.0,피혁잡화,일산점,4,1.0,1.0,29,1
704,5000000,5000000,,피혁잡화,대전점,1,1.0,0.0,0,0
705,111186500,31280000,15000000.0,시티웨어,영등포점,15,1.333333333,0.4,21,1
706,9359000,8700000,,가공식품,본  점,4,3.0,0.083333333,75,1
707,301087080,31931400,8106000.0,기타,부평점,66,6.212121212,0.214634146,5,0
708,194087360,53360000,57860000.0,가공식품,본  점,16,1.75,0.321428571,7,0
709,10720200,7625000,,농산물,잠실점,4,2.75,0.363636364,73,0
710,171818000,51700000,192000.0,기타,잠실점,16,2.375,0.315789474,19,0
711,2050000,1968000,,축산가공,본  점,1,2.0,0.0,0,1
712,46052450,17434000,,화장품,본  점,9,3.0,0.777777778,30,0
713,2672000,6762000,6762000.0,가공식품,본  점,4,2.0,0.125,41,0
714,186145500,73700000,93684000.0,명품,잠실점,41,1.853658537,0.105263158,8,1
715,202831730,20430000,37222500.0,기타,분당점,133,4.37593985,0.286941581,2,0
716,1433000,923000,,화장품,분당점,1,3.0,0.0,0,0
717,4320000,4140000,,모피/피혁,청량리점,1,2.0,1.0,0,0
718,2600000,2496000,,시티웨어,인천점,1,2.0,0.0,0,0
719,113116100,10281600,,기타,창원점,24,3.208333333,0.571428571,11,0
720,168168150,48070000,10879000.0,기타,일산점,75,4.56,0.614035088,4,0
721,444250,220000,,수산품,잠실점,1,6.0,0.0,0,1
722,288517600,32850000,15150000.0,기타,잠실점,84,4.428571429,0.309139785,4,0
723,304806150,114540000,53222000.0,디자이너,분당점,33,2.090909091,0.115942029,10,0
724,63525000,19320000,,화장품,본  점,5,2.0,0.0,45,0
725,49746700,10208000,10208000.0,건강식품,분당점,21,2.380952381,0.26,16,0
726,102731970,36436680,,농산물,대구점,7,3.142857143,0.318181818,29,1
727,31174300,7130000,,남성 캐주얼,본  점,7,2.428571429,0.0,34,1
728,3725000,3000000,,캐주얼,분당점,2,1.0,0.0,50,1
729,9501060,7041600,2764800.0,가공식품,대전점,7,4.428571429,0.580645161,42,1
730,7805500,4750000,,건강식품,영등포점,1,4.0,0.0,0,0
731,160613710,53820000,14445200.0,명품,본  점,33,2.060606061,0.191176471,10,0
732,16500,12000,,가공식품,분당점,1,2.0,0.0,0,1
733,48648950,11000000,,가공식품,일산점,11,1.545454545,0.235294118,24,1
734,46626670,6325000,,기타,분당점,12,2.833333333,0.0,25,0
735,78646000,25200000,4606000.0,농산물,강남점,21,3.761904762,0.012658228,13,0
736,7992000,7992000,,건강식품,본  점,1,1.0,0.0,0,0
737,4355000,1925000,,모피/피혁,영등포점,4,2.25,0.0,37,1
738,588900,228800,,가공식품,본  점,3,3.333333333,0.3,23,1
739,1405520,266000,,축산가공,분당점,3,9.333333333,0.0,12,0
740,2335950,1075000,,기타,일산점,2,4.0,0.25,10,1
741,334210900,60030000,,기타,분당점,23,4.52173913,0.288461538,14,0
742,263300,85000,,가공식품,부산본점,2,7.0,0.0,14,1
743,59863980,9775000,1128000.0,농산물,노원점,31,3.451612903,0.065420561,9,0
744,287394410,25520000,29826300.0,골프,부평점,57,2.543859649,0.4,6,0
745,139653150,51058000,,가공식품,부산본점,13,1.846153846,0.208333333,26,0
746,27959720,5439000,11359000.0,모피/피혁,강남점,26,2.0,0.403846154,13,0
747,20914400,10560000,,차/커피,본  점,6,2.333333333,0.714285714,39,1
748,83405700,32660000,17272500.0,섬유잡화,잠실점,18,2.222222222,0.2,19,1
749,10445000,5500000,4250000.0,화장품,잠실점,4,1.25,0.6,62,0
750,51296000,39900000,,디자이너,영등포점,2,1.0,0.0,119,0
751,491099460,27000000,26240000.0,기타,일산점,73,2.356164384,0.197674419,4,1
752,859000,444000,,모피/피혁,영등포점,2,2.5,0.6,5,0
753,133000,133000,,시티웨어,잠실점,1,1.0,0.0,0,0
754,400670,130000,,수산품,분당점,1,8.0,0.0,0,0
755,107630,74800,,농산물,분당점,1,3.0,0.0,0,1
756,1968450,575000,,농산물,본  점,1,12.0,0.0,0,0
757,11852000,10575000,,시티웨어,잠실점,3,1.666666667,0.0,74,0
758,4055000,2160000,,구두,영등포점,2,1.5,0.666666667,18,0
759,302762620,39600000,117470200.0,기타,일산점,66,2.46969697,0.153374233,5,1
760,22588200,5950000,,화장품,본  점,6,2.0,0.5,49,0
761,35235300,17304000,,섬유잡화,본  점,16,2.1875,0.228571429,21,0
762,1115000,920000,,커리어,잠실점,2,1.0,0.5,48,1
763,980000,980000,,화장품,분당점,1,1.0,0.0,0,1
764,630000,630000,,피혁잡화,잠실점,1,1.0,1.0,0,0
765,19229400,8960000,,명품,동래점,2,2.5,0.2,149,0
766,17351030,7500000,,가공식품,일산점,4,5.5,0.727272727,49,0
767,120000,120000,,일용잡화,본  점,1,1.0,0.0,0,0
768,480000,240000,,섬유잡화,분당점,2,1.0,0.0,125,0
769,27082000,27082000,,디자이너,잠실점,1,1.0,0.0,0,0
770,177031060,55506000,,시티웨어,분당점,24,1.916666667,0.108695652,13,0
771,37127980,1955800,,기타,분당점,56,9.053571429,0.26035503,6,1
772,97940120,38134000,,기타,본  점,12,5.166666667,0.161290323,26,0
773,44500,44500,,스포츠,잠실점,1,1.0,1.0,0,1
774,24862620,12785000,,골프,잠실점,4,1.5,0.333333333,57,1
775,30212100,14904000,13425000.0,시티웨어,대전점,11,2.181818182,0.25,29,0
776,4200000,3990000,,섬유잡화,본  점,1,2.0,0.0,0,1
777,10008600,9933000,,가공식품,본  점,1,2.0,1.0,0,1
778,295977960,121176000,14182000.0,시티웨어,부평점,24,1.625,0.256410256,14,0
779,356682750,27566000,9680000.0,디자이너,잠실점,31,1.774193548,0.4,11,0
780,28160000,28160000,,가구,분당점,1,1.0,0.0,0,1
781,2374600,810000,,화장품,분당점,3,2.333333333,1.0,35,1
782,17887670,8500000,,기타,미아점,14,5.0,0.2,25,0
783,141620020,25375000,,농산물,본  점,51,4.31372549,0.25,7,0
784,537231850,48162000,7316200.0,캐주얼,본  점,63,3.666666667,0.528138528,5,1
785,288469700,16700000,9080000.0,가공식품,잠실점,36,3.833333333,0.427536232,9,0
786,60731900,10540000,7567000.0,가공식품,본  점,39,2.076923077,0.148148148,8,0
787,94357630,21850000,16119000.0,육류,영등포점,61,2.098360656,0.53125,5,0
788,8784000,8784000,,주방가전,분당점,1,1.0,0.0,0,1
789,8538110,2380000,,가공식품,분당점,15,5.8,0.344827586,22,0
790,61555880,6325000,,기타,분당점,44,6.431818182,0.374558304,8,0
791,22199000,9336000,2500000.0,시티웨어,강남점,6,1.833333333,0.454545455,30,0
792,60163270,7840000,1140000.0,가공식품,부평점,14,4.785714286,0.268656716,18,0
793,6438880,6250000,,캐주얼,잠실점,1,3.0,0.0,0,0
794,69491860,9675000,920000.0,기타,일산점,18,5.277777778,0.4,10,1
795,998400,998400,,주방용품,미아점,1,1.0,0.0,0,0
796,271160270,126240000,256107000.0,디자이너,인천점,43,1.813953488,0.384615385,8,0
797,72367900,24310000,2095000.0,섬유잡화,본  점,17,2.176470588,0.27027027,14,0
798,1470000,1470000,,화장품,일산점,1,1.0,0.0,0,0
799,46920350,3625000,,화장품,강남점,25,3.04,0.5,13,0
800,303467500,42966000,,디자이너,본  점,13,2.538461538,0.0,24,0
801,52202000,24586000,,시티웨어,본  점,6,1.666666667,0.0,41,1
802,38419050,9152000,,기타,잠실점,8,3.375,0.851851852,40,1
803,43034250,10080000,,농산물,분당점,39,9.307692308,0.347107438,4,0
804,43855780,7630000,1610000.0,가공식품,일산점,25,2.52,0.0,12,0
805,42199000,7884400,,수산품,본  점,10,2.6,0.692307692,31,0
806,111657450,14524500,,기타,잠실점,9,2.555555556,0.086956522,21,1
807,12800,12800,,축산가공,광주점,1,1.0,0.0,0,0
808,29896440,13536000,1064000.0,기타,광주점,17,2.470588235,0.285714286,20,1
809,12453750,3500000,980000.0,가공식품,영등포점,9,3.222222222,0.103448276,34,1
810,213705680,24738000,12948000.0,명품,부산본점,24,2.75,0.121212121,13,0
811,20160000,13500000,,기타,인천점,2,4.0,0.875,36,0
812,11111800,5707800,,주방가전,본  점,9,1.222222222,0.0,34,1
813,0,8000000,8000000.0,스포츠,분당점,2,1.0,0.5,1,0
814,54250000,42000000,,가구,본  점,3,1.0,0.333333333,24,0
815,7070000,10450000,11050000.0,섬유잡화,분당점,4,2.25,0.666666667,34,0
816,57663820,21420000,,가공식품,본  점,19,1.684210526,0.40625,17,1
817,442411100,28854000,,디자이너,잠실점,38,1.342105263,0.294117647,9,0
818,381876250,38410000,630000.0,기타,관악점,45,3.044444444,0.481751825,7,0
819,14798830,8131200,,육류,부산본점,1,12.0,0.0,0,0
820,23821000,21120000,,섬유잡화,인천점,3,1.666666667,0.0,17,0
821,14076000,11808000,,주방가전,본  점,2,1.0,0.5,61,0
822,40713800,20900000,25424000.0,기타,잠실점,12,2.333333333,0.75,29,0
823,774294770,152400000,43230500.0,가공식품,본  점,122,3.459016393,0.303317536,2,0
824,444020800,56804000,130944000.0,화장품,본  점,28,1.785714286,0.0,12,0
825,4356000,6534000,2178000.0,디자이너,분당점,2,1.0,0.5,1,0
826,44227480,4560000,492600.0,농산물,노원점,88,4.443181818,0.176470588,3,0
827,114573800,16077000,7696000.0,시티웨어,광주점,20,3.2,0.0,17,0
828,1675000,2208000,2304000.0,캐주얼,동래점,3,1.666666667,0.0,52,1
829,37576450,21620000,,가공식품,본  점,3,5.0,0.133333333,95,1
830,35468980,9712500,,농산물,광주점,14,3.5,0.102040816,25,0
831,5338000,5313000,,수산품,본  점,1,2.0,0.0,0,1
832,28640470,9840000,,남성 캐주얼,청량리점,10,2.3,0.565217391,24,1
833,95885800,16200000,631200.0,가공식품,잠실점,49,3.244897959,0.169811321,7,1
834,7816000,3250000,,가공식품,대전점,4,5.75,0.47826087,9,1
835,109913260,16566000,,화장품,부산본점,30,2.5,0.493333333,12,0
836,184591370,32400000,,기타,본  점,15,2.933333333,0.022727273,22,0
837,19618320,7176000,,가공식품,본  점,14,2.428571429,0.294117647,21,1
838,115838480,18780000,1344000.0,캐주얼,잠실점,20,1.8,0.305555556,17,1
839,27019220,2056800,,농산물,청량리점,57,3.894736842,0.297297297,6,1
840,984000,575000,,섬유잡화,일산점,2,2.0,0.5,130,0
841,102568100,17038400,,기타,부평점,11,3.363636364,0.324324324,24,1
842,3418570,1958000,,가공식품,노원점,2,8.0,0.625,113,1
843,5022500,5022500,,남성 캐주얼,분당점,1,1.0,0.0,0,1
844,22950600,5625000,,농산물,분당점,3,4.333333333,0.0,36,0
845,135000,135000,,피혁잡화,부산본점,1,1.0,0.0,0,0
846,3417300,2440000,,주방용품,관악점,2,3.0,0.0,43,0
847,26642000,26642000,,화장품,본  점,1,1.0,0.0,0,0
848,96000,72000,,가공식품,분당점,1,3.0,0.0,0,1
849,18913000,13275000,,기타,본  점,2,2.0,0.0,49,0
850,2559930,525000,,차/커피,본  점,12,2.333333333,0.178571429,29,0
851,176322030,35760000,,기타,잠실점,26,4.730769231,0.195121951,12,0
852,91729770,21850000,,아동,광주점,8,3.375,0.62962963,36,1
853,33820660,4370000,700000.0,기타,본  점,19,3.473684211,0.196969697,18,1
854,788800,670000,,명품,본  점,2,1.0,0.5,74,0
855,19800000,19800000,,생활잡화,분당점,1,1.0,0.0,0,1
856,69502740,11200000,22000000.0,가공식품,본  점,64,2.671875,0.222222222,5,0
857,72387900,13000000,1075000.0,가공식품,부평점,24,2.375,0.385964912,13,0
858,5875000,5875000,,화장품,잠실점,1,1.0,0.0,0,0
859,219133400,45188000,11624800.0,골프,본  점,33,2.454545455,0.962962963,10,1
860,482559200,36680000,39130000.0,디자이너,잠실점,51,1.450980392,0.162162162,6,0
861,3790800,2088000,,아동,영등포점,1,2.0,1.0,0,0
862,13621660,7018000,,가공식품,분당점,11,5.818181818,0.34375,25,0
863,180000,160000,,수산품,분당점,1,2.0,0.0,0,0
864,1726200,1050000,,시티웨어,안양점,2,1.0,0.0,10,0
865,156194650,17850000,420000.0,가공식품,대전점,31,2.387096774,0.459459459,10,0
866,1089999700,97713000,74409400.0,아동,본  점,74,2.716216216,0.109452736,4,0
867,49109740,8592000,2160000.0,가공식품,잠실점,28,3.071428571,0.709302326,12,0
868,87700310,30360000,,기타,분당점,75,3.586666667,0.442379182,4,1
869,10125000,10125000,,화장품,동래점,1,1.0,1.0,0,1
870,41264200,7925000,3576000.0,일용잡화,강남점,15,5.0,0.173333333,23,0
871,56600600,45600000,,화장품,본  점,4,2.25,0.222222222,31,0
872,5818400,3472000,,일용잡화,본  점,2,4.5,0.0,125,0
873,465302600,114540000,,디자이너,부산본점,16,2.3125,0.162162162,20,0
874,24841320,7832000,,기타,분당점,34,3.823529412,0.161538462,10,0
875,29493000,10406000,,시티웨어,본  점,5,1.6,0.5,59,0
876,77020000,27192000,,기타,분당점,7,2.428571429,0.0,43,0
877,15095500,13000000,,가공식품,본  점,2,7.0,0.357142857,34,1
878,19604750,10550000,,시티웨어,분당점,5,1.8,0.0,46,0
879,505000,345000,,가공식품,부평점,2,5.0,0.0,12,1
880,142380800,36128000,,화장품,본  점,25,2.12,0.226415094,12,0
881,36250000,24000000,,남성정장,대전점,2,1.5,0.0,2,1
882,3304000,1958000,,주방용품,본  점,2,1.5,0.0,17,0
883,28573620,9618000,,가공식품,일산점,15,2.066666667,0.258064516,20,0
884,12481830,1975000,,수산품,청량리점,17,4.823529412,0.43902439,21,0
885,50531700,7590000,,농산물,분당점,65,5.0,0.101538462,5,0
886,179507350,23164800,,수산품,본  점,17,4.941176471,0.44047619,21,0
887,1752000,1752000,,피혁잡화,영등포점,1,1.0,0.0,0,1
888,56657210,9450000,5164000.0,수산품,미아점,54,5.018518519,0.383763838,6,1
889,183637970,36480000,31450700.0,기타,본  점,63,3.158730159,0.155778894,5,0
890,7540500,2750000,,일용잡화,분당점,9,2.777777778,0.44,34,0
891,1019073800,125028000,,트래디셔널,잠실점,23,2.565217391,0.711864407,15,0
892,22055940,7152000,,농산물,잠실점,11,6.454545455,0.197183099,32,0
893,1521500,800000,,주방용품,본  점,1,2.0,0.0,0,0
894,15070400,12425000,,수산품,잠실점,3,3.0,0.222222222,86,1
895,90685600,24570900,,골프,잠실점,9,1.555555556,0.571428571,12,1
896,2875000,15010000,15010000.0,모피/피혁,본  점,2,1.5,0.0,1,0
897,120995600,42480000,1464000.0,가공식품,잠실점,14,2.857142857,0.15,4,0
898,240000,240000,,섬유잡화,본  점,1,1.0,0.0,0,0
899,483613720,55530000,139392000.0,기타,본  점,108,2.444444444,0.295454545,3,0
900,148919540,21850000,19904000.0,디자이너,본  점,38,2.394736842,0.164835165,9,0
901,3360000,1960000,,모피/피혁,강남점,1,4.0,0.0,0,0
902,193256600,34546000,22750000.0,골프,대전점,18,2.833333333,0.215686275,18,0
903,47428060,9120000,1532000.0,가공식품,부산본점,83,4.469879518,0.167115903,4,0
904,216714760,37135800,12999600.0,농산물,분당점,72,5.333333333,0.1640625,4,0
905,31704700,9482500,510000.0,가공식품,포항점,14,3.357142857,0.446808511,22,1
906,22454500,6804000,,가공식품,분당점,7,2.428571429,0.352941176,28,0
907,69109380,7280000,2352000.0,농산물,본  점,47,4.340425532,0.401960784,7,0
908,512680,512680,,육류,안양점,1,1.0,0.0,0,1
909,55715540,9000000,3402000.0,화장품,본  점,16,2.3125,0.27027027,21,0
910,31636890,6118000,,가공식품,부산본점,10,3.8,0.0,30,0
911,172859050,67628000,27514900.0,기타,분당점,36,8.111111111,0.229452055,9,0
912,29210000,29210000,,대형가전,본  점,1,1.0,0.0,0,1
913,36940260,9306000,12344000.0,가공식품,잠실점,34,2.176470588,0.324324324,10,0
914,59882000,37935000,,골프,본  점,5,3.0,0.666666667,50,1
915,115991100,9120000,13578500.0,기타,강남점,40,3.2,0.4375,8,0
916,194515020,22000000,9260000.0,기타,분당점,56,2.75,0.24025974,6,1
917,48296000,39560000,4464000.0,시티웨어,노원점,4,1.5,0.0,55,1
918,2972000,2178000,1458000.0,모피/피혁,영등포점,3,4.0,0.416666667,18,0
919,1670400,1600800,,스포츠,부산본점,1,2.0,0.0,0,0
920,3125000,3125000,,화장품,노원점,1,1.0,1.0,0,1
921,222500,180000,,가공식품,청량리점,1,6.0,0.0,0,0
922,7097000,3996000,,건강식품,본  점,2,1.0,0.5,6,1
923,366170,161500,,농산물,강남점,1,7.0,0.0,0,0
924,2112000,2024000,,스포츠,영등포점,1,2.0,1.0,0,1
925,2717950,1300000,,농산물,본  점,4,3.0,0.0,67,1
926,208900850,25260000,,화장품,분당점,27,1.777777778,0.333333333,13,0
927,667028830,54142000,97635000.0,농산물,미아점,111,3.684684685,0.28606357,3,0
928,15831780,3000000,,기타,미아점,12,2.416666667,0.379310345,26,1
929,15528000,11760000,,시티웨어,광주점,2,1.5,0.0,106,1
930,10849710,5760000,,가공식품,본  점,11,2.545454545,0.535714286,24,0
931,67430000,23166000,,디자이너,본  점,4,2.5,0.8,43,1
932,97297650,12900000,,농산물,본  점,38,3.315789474,0.031746032,9,0
933,2358200,1192500,,섬유잡화,잠실점,2,2.0,1.0,41,1
934,12803700,4320000,,가공식품,강남점,10,2.8,0.25,21,1
935,77232410,24640000,,농산물,잠실점,45,5.466666667,0.365853659,7,0
936,81281400,22260000,,기타,본  점,11,2.090909091,0.652173913,28,1
937,445936750,31887500,15304500.0,기타,노원점,116,6.267241379,0.244841816,3,0
938,152768250,25296000,4876000.0,기타,일산점,20,3.8,0.289473684,12,0
939,72247170,21375000,,농산물,부산본점,16,4.1875,0.059701493,21,0
940,96434830,23391000,,가공식품,본  점,56,3.910714286,0.557077626,6,1
941,420000,420000,,농산물,본  점,1,1.0,0.0,0,1
942,10900,10900,,일용잡화,광주점,1,1.0,0.0,0,1
943,6512130,3328000,,수산품,본  점,4,3.0,0.5,21,1
944,4175000,4175000,,화장품,잠실점,1,1.0,0.0,0,0
945,227942120,54450000,,명품,동래점,20,2.1,0.476190476,16,1
946,28414400,34500000,49363000.0,화장품,본  점,21,1.238095238,0.346153846,16,0
947,11000000,10500000,,커리어,본  점,1,2.0,0.0,0,1
948,28679540,12604000,,가공식품,잠실점,12,3.25,0.538461538,28,0
949,108056900,11500000,7000000.0,기타,잠실점,12,2.75,0.303030303,24,0
950,381844340,43848000,17128750.0,기타,인천점,83,4.722891566,0.295918367,4,1
951,425673320,27500000,12897600.0,스포츠,잠실점,66,2.681818182,0.316384181,5,1
952,457536760,24304000,104973800.0,농산물,본  점,92,3.804347826,0.137142857,3,0
953,125721910,23376000,1669000.0,시티웨어,분당점,22,2.090909091,0.391304348,14,0
954,6336000,6336000,,건강식품,잠실점,1,1.0,0.0,0,1
955,5075000,5075000,,화장품,잠실점,1,1.0,0.0,0,0
956,31242990,17622000,,축산가공,광주점,23,5.086956522,0.47008547,15,0
957,40480000,40480000,,모피/피혁,본  점,1,1.0,0.0,0,0
958,38000,38000,,캐주얼,잠실점,1,1.0,1.0,0,0
959,75760300,60280000,1375000.0,스포츠,부산본점,6,2.333333333,0.285714286,51,1
960,391260,150000,,축산가공,분당점,1,6.0,0.0,0,1
961,32805660,6393600,1989400.0,기타,본  점,57,2.035087719,0.086206897,6,1
962,130194460,8100000,11300000.0,기타,분당점,69,10.02898551,0.23699422,5,0
963,36051000,14256000,,시티웨어,영등포점,5,1.6,0.625,46,0
964,4708000,4708000,,디자이너,영등포점,1,1.0,0.0,0,0
965,13619760,4884000,,가공식품,본  점,7,1.857142857,0.153846154,39,1
966,650000,650000,,농산물,영등포점,1,1.0,0.0,0,1
967,193276570,19278000,10290000.0,기타,분당점,36,3.5,0.142857143,9,0
968,33401980,11750000,12715000.0,골프,본  점,12,2.333333333,0.035714286,25,0
969,214468530,8100000,3640000.0,스포츠,부평점,118,2.43220339,0.358885017,3,0
970,20246500,13800000,,가구,영등포점,3,1.0,0.333333333,14,1
971,91690940,38410000,11740000.0,스포츠,잠실점,36,1.944444444,0.4,9,0
972,96722900,17960000,,남성 캐주얼,영등포점,16,1.6875,0.407407407,21,1
973,7048660,5473000,,가공식품,인천점,5,5.4,0.518518519,62,0
974,494797870,38800000,64785500.0,가공식품,부평점,49,2.591836735,0.267716535,6,0
975,1025600,1020000,,캐주얼,잠실점,2,1.0,0.5,44,0
976,7775700,1980000,,섬유잡화,분당점,4,2.0,0.25,40,1
977,309636350,18936000,912000.0,기타,본  점,70,3.714285714,0.215384615,4,0
978,154100000,154100000,,주방가전,분당점,1,1.0,0.0,0,1
979,96954550,14490000,10326400.0,기타,잠실점,31,2.451612903,0.039473684,11,0
980,1182360,178500,,농산물,관악점,2,10.5,0.0,65,0
981,7609400,3800000,,일용잡화,분당점,3,2.0,0.0,54,0
982,55975450,11250000,1700000.0,수산품,본  점,22,2.590909091,0.245614035,15,1
983,38680800,14250000,,기타,부평점,20,4.05,0.37037037,16,0
984,150098050,17640000,11592800.0,시티웨어,잠실점,66,2.818181818,0.290322581,5,0
985,372428960,75000000,,수산품,본  점,40,3.45,0.376811594,9,0
986,2148000,1500000,,구두,잠실점,2,1.5,0.0,17,1
987,4072470,2415000,,육류,분당점,5,2.2,0.363636364,49,0
988,50514600,29136000,31154000.0,스포츠,부산본점,17,2.058823529,0.2,20,1
989,28513700,15870000,4762800.0,트래디셔널,일산점,11,1.909090909,0.238095238,30,0
990,143724150,7392000,12032000.0,캐주얼,미아점,51,3.941176471,0.646766169,6,1
991,877000,637000,,섬유잡화,분당점,1,2.0,0.0,0,1
992,6643300,3996000,,농산물,부산본점,3,3.0,0.222222222,74,0
993,1160200,828000,,가공식품,잠실점,2,3.0,0.833333333,11,1
994,9691400,2375000,,캐주얼,인천점,7,2.0,0.357142857,45,1
995,102138840,10825000,5659000.0,화장품,본  점,63,1.492063492,0.095744681,5,0
996,2375860,1495200,,가공식품,부평점,3,7.0,0.238095238,52,0
997,2671750,1470000,,기타,광주점,3,2.0,0.166666667,67,1
998,210000,210000,,농산물,본  점,1,1.0,0.0,0,0
999,10577920,4080000,4250000.0,기타,영등포점,9,1.888888889,0.235294118,37,0
1000,368650950,17448000,46159400.0,골프,잠실점,54,3.407407407,0.559782609,6,1
1001,26789700,13491000,,기타,동래점,13,1.769230769,0.130434783,27,1
1002,789500,375000,,섬유잡화,부평점,1,5.0,1.0,0,0
1003,184489500,44544000,690000.0,명품,부산본점,11,1.909090909,0.428571429,29,0
1004,6769600,2592000,,구두,본  점,3,1.666666667,0.0,25,1
1005,46670650,10234000,3360000.0,시티웨어,분당점,15,2.466666667,0.594594595,19,0
1006,22757800,9856000,,화장품,잠실점,12,2.083333333,0.04,26,0
1007,75472350,59500000,,기타,일산점,9,1.777777778,0.625,30,0
1008,1656000,1656000,,셔츠,잠실점,1,1.0,1.0,0,1
1009,187053900,23640000,,화장품,본  점,14,2.214285714,0.64516129,20,0
1010,6901950,4240000,,가공식품,본  점,4,4.5,0.055555556,85,0
1011,135139000,45540000,,디자이너,강남점,5,2.8,0.0,62,0
1012,686345380,89188000,779100.0,농산물,일산점,115,3.095652174,0.283707865,3,1
1013,143119890,10305000,,농산물,청량리점,122,5.803278689,0.197740113,2,1
1014,154799710,17500000,5976000.0,농산물,광주점,52,3.692307692,0.359375,6,1
1015,5438800,4987500,4987500.0,남성 캐주얼,부산본점,5,1.2,0.166666667,62,1
1016,111921630,11040000,6800000.0,농산물,분당점,48,12.14583333,0.902229846,7,1
1017,51519600,12875000,,화장품,잠실점,15,1.533333333,0.695652174,23,1
1018,221146000,47550000,,가공식품,본  점,15,2.666666667,0.5,17,0
1019,685690,340000,,가공식품,본  점,2,4.5,0.0,145,1
1020,50386640,7625000,7197000.0,농산물,분당점,29,8.344827586,0.223140496,12,0
1021,3190800,2494800,,통신/컴퓨터,영등포점,2,1.5,0.666666667,61,1
1022,192000,192000,,스포츠,미아점,1,1.0,0.0,0,1
1023,16480000,14700000,,캐주얼,분당점,2,2.0,0.0,41,0
1024,9513000,7920000,7820000.0,시티웨어,노원점,4,1.5,0.0,45,0
1025,1152000,1056000,,섬유잡화,본  점,1,2.0,0.0,0,1
1026,700000,440000,,수산품,본  점,2,2.0,0.0,10,1
1027,83279860,15900000,,농산물,동래점,25,1.68,0.071428571,14,0
1028,93118780,17000000,,농산물,본  점,14,2.0,0.035714286,22,1
1029,123976360,12415000,770000.0,농산물,분당점,117,6.273504274,0.391008174,3,0
1030,66107000,18920000,,시티웨어,영등포점,3,3.0,0.0,83,0
1031,4395000,1045000,,섬유잡화,본  점,6,1.166666667,0.428571429,50,1
1032,16342830,4740000,,가공식품,부평점,23,5.739130435,0.060606061,15,0
1033,260000,250000,,젓갈/반찬,일산점,1,2.0,0.0,0,1
1034,122073860,17800000,11117000.0,일용잡화,대전점,33,4.03030303,0.330827068,10,0
1035,9861900,4350000,,명품,본  점,7,1.857142857,0.153846154,40,0
1036,83578540,13650000,,농산물,분당점,19,8.157894737,0.432258065,14,0
1037,162526350,33000000,86550900.0,농산물,분당점,63,3.650793651,0.17826087,5,0
1038,54510910,15962000,,화장품,본  점,10,2.2,0.318181818,31,0
1039,84869900,26640000,,스포츠,본  점,7,2.0,0.071428571,42,0
1040,45941400,19635000,605000.0,모피/피혁,영등포점,13,1.923076923,0.44,25,0
1041,27652300,6825000,,화장품,분당점,13,3.076923077,0.1,26,0
1042,22318280,4116000,,기타,부산본점,15,2.533333333,0.394736842,20,0
1043,9359400,6124800,8084800.0,셔츠,잠실점,4,2.5,0.5,23,0
1044,16912200,3823200,,기타,본  점,5,3.0,0.133333333,31,1
1045,1450000,1450000,,화장품,노원점,1,1.0,0.0,0,1
1046,26930000,26450000,,대형가전,청량리점,2,1.0,0.0,13,0
1047,70329850,14513000,,화장품,잠실점,25,2.12,0.169811321,13,0
1048,676190,273750,,농산물,대전점,1,8.0,0.0,0,0
1049,94158660,13680000,2511500.0,농산물,청량리점,55,4.236363636,0.317596567,6,0
1050,296831620,106700000,3404000.0,농산물,일산점,42,2.714285714,0.131578947,8,0
1051,331341840,88800000,12712400.0,농산물,본  점,91,3.197802198,0.309278351,3,0
